collection,id,original_tokens,summary_tokens,compression_ratio,labels
case,C1641,748,252,0.33689839572192515,"statutory_interpretation,constitutional_law,service_law,labor_law"
case,C1642,4612,416,0.09019947961838681,"administrative_law,constitutional_law,statutory_interpretation,labor_law"
case,C1643,3041,333,0.10950345281157514,"criminal_law,statutory_interpretation"
case,C1644,278,176,0.6330935251798561,"criminal_law,civil_procedure"
case,C1645,4304,450,0.10455390334572491,"evidence_law,criminal_law,civil_procedure,writ_jurisdiction"
case,C1646,2972,453,0.15242261103633917,"administrative_law,statutory_interpretation,constitutional_law,contract_law"
case,C1647,3596,521,0.14488320355951056,"service_law,statutory_interpretation,constitutional_law,administrative_law"
case,C1648,5134,238,0.046357615894039736,"criminal_law,evidence_law"
case,C1649,1973,418,0.21186011150532186,"statutory_interpretation,criminal_law,evidence_law,civil_procedure"
case,C1650,4543,537,0.11820383006823684,"labor_law,administrative_law,contract_law,constitutional_law"
case,C1651,14444,626,0.04333979507061756,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C1652,2856,475,0.16631652661064425,"criminal_law,statutory_interpretation,evidence_law,property_law"
case,C1653,1940,542,0.2793814432989691,"administrative_law,statutory_interpretation,constitutional_law,civil_procedure"
case,C1654,3477,593,0.17054932412999713,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1655,4315,664,0.15388180764774045,"administrative_law,service_law,evidence_law,constitutional_law"
case,C1656,1690,291,0.17218934911242603,"property_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1657,3432,397,0.11567599067599067,"civil_procedure,property_law,statutory_interpretation,administrative_law"
case,C1658,4756,492,0.10344827586206896,"administrative_law,criminal_law,constitutional_law,writ_jurisdiction"
case,C1659,2779,433,0.15581144296509536,"constitutional_law,service_law,statutory_interpretation,administrative_law"
case,C1660,1733,391,0.2256203115983843,"criminal_law,statutory_interpretation,administrative_law,civil_procedure"
case,C1661,4753,561,0.11803071744161582,"service_law,statutory_interpretation,civil_procedure,administrative_law"
case,C1662,2117,405,0.1913084553613604,"criminal_law,civil_procedure,evidence_law"
case,C1663,5046,373,0.07391993658343242,"administrative_law,evidence_law,statutory_interpretation,property_law"
case,C1664,693,325,0.468975468975469,"administrative_law,labor_law,statutory_interpretation,civil_procedure"
case,C1665,2987,338,0.11315701372614663,"criminal_law,statutory_interpretation,labor_law,contract_law"
case,C1666,2044,469,0.22945205479452055,"property_law,statutory_interpretation"
case,C1667,4878,620,0.12710127101271013,"criminal_law,statutory_interpretation,administrative_law,evidence_law"
case,C1668,5318,395,0.07427604362542309,"criminal_law,property_law,constitutional_law,statutory_interpretation"
case,C1669,2533,699,0.27595736281089617,"statutory_interpretation,civil_procedure,criminal_law,administrative_law"
case,C1670,1400,357,0.255,"criminal_law,statutory_interpretation,family_law,civil_procedure"
case,C1671,6864,439,0.06395687645687646,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1672,5279,465,0.08808486455768137,"labor_law,administrative_law,service_law,evidence_law"
case,C1673,4519,645,0.14273069263111307,"tax_law,service_law,statutory_interpretation,administrative_law"
case,C1674,4780,415,0.08682008368200837,"statutory_interpretation,administrative_law,civil_procedure,tax_law"
case,C1675,2323,347,0.149375807145932,"labor_law,statutory_interpretation,criminal_law,civil_procedure"
case,C1676,2986,348,0.11654387139986604,"criminal_law,evidence_law,civil_procedure"
case,C1677,2369,398,0.16800337695230055,"criminal_law,labor_law,property_law"
case,C1678,4581,521,0.11373062650076403,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1679,2572,410,0.1594090202177294,"administrative_law,civil_procedure,service_law,statutory_interpretation"
case,C1680,1583,293,0.18509159823120658,"criminal_law,statutory_interpretation,civil_procedure,property_law"
case,C1681,4311,400,0.09278589654372535,"statutory_interpretation,tax_law,administrative_law,property_law"
case,C1682,4012,495,0.12337986041874377,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C1683,2367,327,0.13814955640050697,"property_law,administrative_law,statutory_interpretation,civil_procedure"
case,C1684,2855,416,0.1457092819614711,"statutory_interpretation,administrative_law,service_law,civil_procedure"
case,C1685,4099,398,0.097096852890949,"criminal_law,statutory_interpretation,evidence_law"
case,C1686,1102,237,0.2150635208711434,"criminal_law,civil_procedure,statutory_interpretation"
case,C1687,403,248,0.6153846153846154,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1688,8833,429,0.048567870485678705,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1689,1241,249,0.20064464141821112,"criminal_law,evidence_law,civil_procedure,family_law"
case,C1690,1243,379,0.3049074818986323,"criminal_law,evidence_law"
case,C1691,2806,434,0.15466856735566642,"administrative_law,service_law,statutory_interpretation,civil_procedure"
case,C1692,3329,354,0.10633823971162511,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1693,3804,460,0.12092534174553102,"labor_law,statutory_interpretation,administrative_law,civil_procedure"
case,C1694,4850,526,0.10845360824742269,"constitutional_law,property_law,statutory_interpretation,administrative_law"
case,C1695,7180,474,0.066016713091922,"criminal_law,evidence_law,statutory_interpretation,property_law"
case,C1696,976,266,0.2725409836065574,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C1697,607,204,0.33607907742998355,"evidence_law,civil_procedure,administrative_law,criminal_law"
case,C1698,673,337,0.5007429420505201,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1699,2988,342,0.1144578313253012,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1700,1968,374,0.19004065040650406,"criminal_law,evidence_law,statutory_interpretation"
case,C1701,2719,381,0.1401250459727841,"criminal_law,statutory_interpretation,administrative_law,evidence_law"
case,C1702,1584,242,0.1527777777777778,"criminal_law,evidence_law,civil_procedure,property_law"
case,C1703,2565,458,0.17855750487329436,"criminal_law,evidence_law,civil_procedure"
case,C1704,2990,437,0.14615384615384616,"administrative_law,property_law,statutory_interpretation"
case,C1705,895,251,0.28044692737430166,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1706,2963,389,0.13128585892676342,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1707,7402,403,0.05444474466360443,"evidence_law,criminal_law,civil_procedure"
case,C1708,3021,535,0.17709367759020192,"constitutional_law,statutory_interpretation,civil_procedure,tax_law"
case,C1709,5160,415,0.08042635658914729,"evidence_law,criminal_law,statutory_interpretation,administrative_law"
case,C1710,7695,283,0.03677712800519818,"criminal_law,evidence_law,civil_procedure,family_law"
case,C1711,2298,400,0.17406440382941687,"property_law,administrative_law,statutory_interpretation"
case,C1712,1600,339,0.211875,"service_law,constitutional_law,statutory_interpretation,administrative_law"
case,C1713,1525,358,0.23475409836065575,"service_law,statutory_interpretation,administrative_law,constitutional_law"
case,C1714,32939,600,0.018215489237681775,"labor_law,service_law,civil_procedure,administrative_law"
case,C1715,5705,524,0.09184925503943908,"statutory_interpretation,tax_law,administrative_law,constitutional_law"
case,C1716,2238,519,0.23190348525469168,"service_law,property_law,constitutional_law,administrative_law"
case,C1717,5510,446,0.0809437386569873,"service_law,constitutional_law,administrative_law,statutory_interpretation"
case,C1718,2006,400,0.19940179461615154,"writ_jurisdiction,constitutional_law,civil_procedure,statutory_interpretation"
case,C1719,2766,476,0.17208966015907448,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1720,1586,323,0.20365699873896595,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C1721,2110,436,0.2066350710900474,"criminal_law,evidence_law"
case,C1722,4143,459,0.11078928312816799,"criminal_law,evidence_law"
case,C1723,573,327,0.5706806282722513,"criminal_law,statutory_interpretation,evidence_law"
case,C1724,3365,542,0.1610698365527489,"service_law,administrative_law,labor_law,statutory_interpretation"
case,C1725,5953,719,0.12077943893835041,"service_law,criminal_law,administrative_law,labor_law"
case,C1726,1525,262,0.1718032786885246,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1727,3810,549,0.14409448818897638,"labor_law,statutory_interpretation,writ_jurisdiction,service_law"
case,C1728,4785,602,0.1258098223615465,"criminal_law,statutory_interpretation,evidence_law,family_law"
case,C1729,1422,251,0.17651195499296765,"criminal_law,evidence_law,administrative_law"
case,C1730,940,295,0.31382978723404253,"criminal_law,statutory_interpretation,civil_procedure"
case,C1731,881,278,0.3155505107832009,"administrative_law,constitutional_law,statutory_interpretation,writ_jurisdiction"
case,C1732,1581,462,0.2922201138519924,"criminal_law,administrative_law,statutory_interpretation,civil_procedure"
case,C1733,1249,192,0.15372297838270615,"property_law,contract_law,administrative_law,evidence_law"
case,C1734,2812,483,0.1717638691322902,"criminal_law,civil_procedure,contract_law,statutory_interpretation"
case,C1735,4116,396,0.09620991253644315,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1736,6332,380,0.06001263423878711,"administrative_law,statutory_interpretation,writ_jurisdiction,constitutional_law"
case,C1737,2616,317,0.12117737003058104,"statutory_interpretation,administrative_law,service_law,criminal_law"
case,C1738,5006,430,0.08589692369157012,"criminal_law,administrative_law,contract_law,evidence_law"
case,C1739,2086,496,0.23777564717162034,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1740,7912,420,0.05308392315470172,"criminal_law,evidence_law,property_law,civil_procedure"
case,C1741,1946,377,0.19373072970195274,"constitutional_law,civil_procedure,statutory_interpretation,writ_jurisdiction"
case,C1742,4784,372,0.07775919732441472,"criminal_law,statutory_interpretation,evidence_law"
case,C1743,12427,742,0.05970869880099783,"statutory_interpretation,tax_law,civil_procedure,administrative_law"
case,C1744,1984,249,0.12550403225806453,"criminal_law,civil_procedure,evidence_law,property_law"
case,C1745,1289,181,0.1404189294026377,"criminal_law,statutory_interpretation,evidence_law"
case,C1746,3208,425,0.13248129675810474,"criminal_law,evidence_law,civil_procedure,service_law"
case,C1747,1662,382,0.22984356197352587,"statutory_interpretation,criminal_law,administrative_law"
case,C1748,5900,628,0.1064406779661017,"statutory_interpretation,administrative_law,service_law,property_law"
case,C1749,1814,379,0.2089305402425579,"criminal_law,statutory_interpretation,civil_procedure,evidence_law"
case,C1750,458,196,0.4279475982532751,"criminal_law,civil_procedure,statutory_interpretation,evidence_law"
case,C1751,25578,1014,0.039643443584330286,"statutory_interpretation,service_law,administrative_law,writ_jurisdiction"
case,C1752,1719,378,0.2198952879581152,"tax_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C1753,6838,567,0.08291898215852589,"administrative_law,service_law,statutory_interpretation,writ_jurisdiction"
case,C1754,4446,506,0.1138101664417454,"statutory_interpretation,service_law,writ_jurisdiction,administrative_law"
case,C1755,705,215,0.3049645390070922,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1756,1461,412,0.28199863107460643,"criminal_law,civil_procedure,statutory_interpretation,service_law"
case,C1757,5028,584,0.11614956245027844,"service_law,administrative_law,statutory_interpretation,writ_jurisdiction"
case,C1758,1019,317,0.31108930323846906,"administrative_law,civil_procedure,statutory_interpretation,service_law"
case,C1759,1269,352,0.2773837667454689,"statutory_interpretation,property_law,administrative_law,civil_procedure"
case,C1760,2266,457,0.20167696381288613,"criminal_law,evidence_law,civil_procedure"
case,C1761,5759,658,0.11425594721305782,"civil_procedure,property_law,statutory_interpretation,evidence_law"
case,C1762,2051,491,0.2393954168698196,criminal_law
case,C1763,1650,281,0.1703030303030303,"criminal_law,statutory_interpretation,property_law,civil_procedure"
case,C1764,2826,397,0.14048124557678698,"criminal_law,civil_procedure,contract_law,evidence_law"
case,C1765,2391,357,0.1493099121706399,"criminal_law,statutory_interpretation,evidence_law,civil_procedure"
case,C1766,3447,386,0.1119814331302582,"criminal_law,evidence_law,statutory_interpretation,civil_procedure"
case,C1767,4830,593,0.1227743271221532,"constitutional_law,writ_jurisdiction,administrative_law,service_law"
case,C1768,2376,359,0.1510942760942761,"evidence_law,criminal_law,statutory_interpretation,civil_procedure"
case,C1769,4621,427,0.0924042415061675,"criminal_law,evidence_law,civil_procedure,statutory_interpretation"
case,C1770,2164,315,0.1455637707948244,"statutory_interpretation,administrative_law,contract_law,constitutional_law"
case,C1771,1201,282,0.23480432972522897,criminal_law
case,C1772,8310,803,0.09663056558363417,"contract_law,statutory_interpretation,administrative_law,writ_jurisdiction"
case,C1773,600,277,0.46166666666666667,"civil_procedure,contract_law,criminal_law,statutory_interpretation"
case,C1774,12597,390,0.030959752321981424,"civil_procedure,service_law,administrative_law,statutory_interpretation"
case,C1775,2302,467,0.20286707211120764,"property_law,statutory_interpretation,constitutional_law,civil_procedure"
